Record_ID,Person_ID,Date,Day_of_Week,Is_Weekend,Sleep_Start_DateTime,Wake_DateTime,Sleep_Onset_Latency_Minutes,Number_of_Awakenings,Sleep_Efficiency,Sleep_Duration_Hours,Bedtime_Hour,Wake_Time_Hour,Sleep_Midpoint_Hour,Cross_Midnight_Flag,Daytime_Sleep_Flag,Sleep_Quality_Score,Sleep_Quality_Category
R003378,P0113,2026-01-22,Thursday,False,2026-01-22 01:30,2026-01-22 09:55,9,1,96.7,8.42,1.51,9.92,5.7,False,False,7,Good
R003379,P0113,2026-01-23,Friday,False,2026-01-23 00:28,2026-01-23 08:11,22,1,86.8,7.72,0.47,8.18,4.32,False,False,7,Good
R003380,P0113,2026-01-24,Saturday,True,2026-01-24 02:46,2026-01-24 10:47,17,3,89.9,8.02,2.77,10.78,6.77,False,False,4,Average
R003381,P0113,2026-01-25,Sunday,True,2026-01-25 01:08,2026-01-25 08:58,25,3,85.0,7.83,1.15,8.97,5.05,False,False,6,Average
R003382,P0113,2026-01-26,Monday,False,2026-01-26 01:44,2026-01-26 10:11,27,0,96.2,8.45,1.74,10.18,5.95,False,False,7,Good
R003383,P0113,2026-01-27,Tuesday,False,2026-01-27 00:45,2026-01-27 07:57,0,4,87.2,7.2,0.77,7.95,4.35,False,False,6,Average
R003384,P0113,2026-01-28,Wednesday,False,2026-01-28 00:10,2026-01-28 08:23,15,0,91.1,8.22,0.17,8.38,4.27,False,False,8,Good
R003385,P0113,2026-01-29,Thursday,False,2026-01-29 01:04,2026-01-29 08:40,28,1,86.3,7.6,1.07,8.67,4.87,False,False,7,Good
R003386,P0113,2026-01-30,Friday,False,2026-01-30 01:35,2026-01-30 08:58,4,2,91.1,7.38,1.59,8.97,5.27,False,False,6,Average
R003387,P0113,2026-01-31,Saturday,True,2026-01-31 01:55,2026-01-31 09:38,14,3,81.7,7.72,1.92,9.63,5.77,False,False,7,Good
R003388,P0113,2026-02-01,Sunday,True,2026-02-01 01:47,2026-02-01 08:20,8,0,86.1,6.55,1.79,8.33,5.05,False,False,7,Good
R003389,P0113,2026-02-02,Monday,False,2026-02-02 01:24,2026-02-02 09:04,11,1,93.5,7.67,1.4,9.07,5.23,False,False,6,Average
R003390,P0113,2026-02-03,Tuesday,False,2026-02-03 00:38,2026-02-03 05:57,13,1,87.8,5.32,0.64,5.95,3.28,False,False,6,Average
R003391,P0114,2026-01-05,Monday,False,2026-01-05 21:25,2026-01-06 05:00,25,1,94.8,7.58,21.43,5.0,1.2,True,False,6,Average
R003392,P0114,2026-01-06,Tuesday,False,2026-01-06 20:34,2026-01-07 03:20,11,2,92.3,6.77,20.58,3.33,23.95,True,False,9,Good
R003393,P0114,2026-01-07,Wednesday,False,2026-01-07 21:50,2026-01-08 04:06,12,1,89.7,6.27,21.84,4.1,0.97,True,False,8,Good
R003394,P0114,2026-01-08,Thursday,False,2026-01-08 22:02,2026-01-09 04:28,18,2,85.7,6.43,22.04,4.47,1.25,True,False,8,Good
R003395,P0114,2026-01-09,Friday,False,2026-01-09 20:43,2026-01-10 01:44,12,0,83.0,5.02,20.72,1.73,23.22,True,False,4,Average
R003396,P0114,2026-01-10,Saturday,True,2026-01-10 22:56,2026-01-11 05:31,6,0,91.4,6.58,22.94,5.52,2.22,True,False,7,Good
R003397,P0114,2026-01-11,Sunday,True,2026-01-11 22:08,2026-01-12 04:56,18,2,89.2,6.8,22.14,4.93,1.53,True,False,8,Good
R003398,P0114,2026-01-12,Monday,False,2026-01-12 21:33,2026-01-13 05:25,13,3,87.2,7.87,21.56,5.42,1.48,True,False,7,Good
R003399,P0114,2026-01-13,Tuesday,False,2026-01-13 22:00,2026-01-14 05:02,17,2,87.8,7.03,22.0,5.03,1.52,True,False,6,Average
R003400,P0114,2026-01-14,Wednesday,False,2026-01-14 22:47,2026-01-15 05:21,0,1,82.7,6.57,22.79,5.35,2.07,True,False,7,Good
R003401,P0114,2026-01-15,Thursday,False,2026-01-15 21:52,2026-01-16 03:29,18,0,89.5,5.62,21.87,3.48,0.67,True,False,8,Good
R003402,P0114,2026-01-16,Friday,False,2026-01-16 21:26,2026-01-17 04:30,19,0,91.5,7.07,21.44,4.5,0.97,True,False,5,Average
R003403,P0114,2026-01-17,Saturday,True,2026-01-17 22:13,2026-01-18 04:29,22,3,90.1,6.27,22.23,4.48,1.35,True,False,5,Average
R003404,P0114,2026-01-18,Sunday,True,2026-01-18 22:07,2026-01-19 04:54,22,1,91.9,6.78,22.13,4.9,1.5,True,False,7,Good
R003405,P0114,2026-01-19,Monday,False,2026-01-19 21:20,2026-01-20 04:02,9,1,89.8,6.7,21.34,4.03,0.68,True,False,8,Good
R003406,P0114,2026-01-20,Tuesday,False,2026-01-20 21:46,2026-01-21 04:15,14,1,87.5,6.48,21.77,4.25,1.0,True,False,7,Good
R003407,P0114,2026-01-21,Wednesday,False,2026-01-21 21:00,2026-01-22 03:57,24,3,81.2,6.95,21.0,3.95,0.47,True,False,5,Average
R003408,P0114,2026-01-22,Thursday,False,2026-01-22 21:17,2026-01-23 03:21,16,0,92.8,6.07,21.29,3.35,0.32,True,False,6,Average
R003409,P0114,2026-01-23,Friday,False,2026-01-23 21:47,2026-01-24 04:39,31,3,76.6,6.87,21.79,4.65,1.22,True,False,6,Average
R003410,P0114,2026-01-24,Saturday,True,2026-01-24 22:17,2026-01-25 04:50,6,4,86.4,6.55,22.29,4.83,1.55,True,False,8,Good
R003411,P0114,2026-01-25,Sunday,True,2026-01-25 21:18,2026-01-26 03:55,6,3,84.4,6.62,21.31,3.92,0.6,True,False,7,Good
R003412,P0114,2026-01-26,Monday,False,2026-01-26 21:26,2026-01-27 04:34,16,2,90.9,7.13,21.44,4.57,1.0,True,False,6,Average
R003413,P0114,2026-01-27,Tuesday,False,2026-01-27 21:24,2026-01-28 03:18,19,0,94.0,5.9,21.41,3.3,0.35,True,False,7,Good
R003414,P0114,2026-01-28,Wednesday,False,2026-01-28 21:24,2026-01-29 04:37,19,0,93.7,7.22,21.4,4.62,1.0,True,False,8,Good
R003415,P0114,2026-01-29,Thursday,False,2026-01-29 21:21,2026-01-30 04:43,16,2,87.3,7.37,21.36,4.72,1.03,True,False,7,Good
R003416,P0114,2026-01-30,Friday,False,2026-01-30 21:21,2026-01-31 04:31,18,0,96.5,7.17,21.36,4.52,0.93,True,False,8,Good
R003417,P0114,2026-01-31,Saturday,True,2026-01-31 21:55,2026-02-01 04:10,20,2,86.7,6.25,21.93,4.17,1.03,True,False,7,Good
R003418,P0114,2026-02-01,Sunday,True,2026-02-01 21:54,2026-02-02 04:00,25,0,95.6,6.1,21.9,4.0,0.95,True,False,10,Good
R003419,P0114,2026-02-02,Monday,False,2026-02-02 01:07,2026-02-02 07:32,35,1,85.1,6.42,1.13,7.53,4.32,False,False,7,Good
R003420,P0114,2026-02-03,Tuesday,False,2026-02-03 00:32,2026-02-03 07:43,10,1,89.4,7.18,0.54,7.72,4.12,False,False,6,Average
R003421,P0115,2026-01-05,Monday,False,2026-01-05 21:45,2026-01-06 03:49,1,2,89.7,6.07,21.76,3.82,0.78,True,False,9,Good
R003422,P0115,2026-01-06,Tuesday,False,2026-01-06 23:24,2026-01-07 05:11,10,0,97.4,5.78,23.4,5.18,2.28,True,False,8,Good
R003423,P0115,2026-01-07,Wednesday,False,2026-01-07 23:51,2026-01-08 06:46,16,1,93.0,6.92,23.86,6.77,3.3,True,False,5,Average
R003424,P0115,2026-01-08,Thursday,False,2026-01-08 22:46,2026-01-09 04:48,13,0,89.5,6.03,22.77,4.8,1.78,True,False,9,Good
R003425,P0115,2026-01-09,Friday,False,2026-01-09 23:31,2026-01-10 05:32,12,0,84.9,6.02,23.53,5.53,2.52,True,False,7,Good
R003426,P0115,2026-01-10,Saturday,True,2026-01-10 22:55,2026-01-11 04:34,22,2,92.2,5.65,22.93,4.57,1.73,True,False,8,Good
R003427,P0115,2026-01-11,Sunday,True,2026-01-11 22:55,2026-01-12 05:35,16,2,91.6,6.67,22.92,5.58,2.25,True,False,6,Average
R003428,P0115,2026-01-12,Monday,False,2026-01-12 23:14,2026-01-13 05:46,16,2,93.9,6.53,23.24,5.77,2.5,True,False,7,Good
R003429,P0115,2026-01-13,Tuesday,False,2026-01-13 22:06,2026-01-14 03:01,24,2,88.0,4.92,22.1,3.02,0.55,True,False,8,Good
R003430,P0115,2026-01-14,Wednesday,False,2026-01-14 23:23,2026-01-15 05:22,17,2,86.1,5.98,23.39,5.37,2.37,True,False,6,Average
R003431,P0115,2026-01-15,Thursday,False,2026-01-15 23:11,2026-01-16 05:06,15,2,87.5,5.92,23.19,5.1,2.13,True,False,7,Good
R003432,P0115,2026-01-16,Friday,False,2026-01-16 22:44,2026-01-17 04:18,22,0,94.2,5.57,22.73,4.3,1.52,True,False,7,Good
R003433,P0115,2026-01-17,Saturday,True,2026-01-17 23:41,2026-01-18 05:53,20,1,95.3,6.2,23.69,5.88,2.78,True,False,7,Good
R003434,P0115,2026-01-18,Sunday,True,2026-01-18 21:48,2026-01-19 03:30,21,1,90.3,5.7,21.81,3.5,0.65,True,False,7,Good
R003435,P0115,2026-01-19,Monday,False,2026-01-19 20:14,2026-01-20 02:06,5,1,87.3,5.87,20.24,2.1,23.17,True,False,5,Average
R003436,P0115,2026-01-20,Tuesday,False,2026-01-20 22:30,2026-01-21 03:35,16,0,92.0,5.08,22.5,3.58,1.03,True,False,8,Good
R003437,P0115,2026-01-21,Wednesday,False,2026-01-21 22:09,2026-01-22 03:48,4,0,91.3,5.65,22.16,3.8,0.97,True,False,6,Average
R003438,P0115,2026-01-22,Thursday,False,2026-01-22 23:29,2026-01-23 06:50,18,1,94.3,7.35,23.5,6.83,3.15,True,False,6,Average
R003439,P0115,2026-01-23,Friday,False,2026-01-23 23:24,2026-01-24 05:55,12,3,87.6,6.52,23.41,5.92,2.65,True,False,7,Good
R003440,P0115,2026-01-24,Saturday,True,2026-01-24 23:36,2026-01-25 05:52,13,1,89.1,6.27,23.6,5.87,2.73,True,False,7,Good
R003441,P0115,2026-01-25,Sunday,True,2026-01-25 00:14,2026-01-25 06:03,9,3,95.5,5.82,0.24,6.05,3.13,False,False,7,Good
R003442,P0115,2026-01-26,Monday,False,2026-01-26 22:15,2026-01-27 05:38,13,3,88.5,7.38,22.27,5.63,1.93,True,False,5,Average
R003443,P0115,2026-01-27,Tuesday,False,2026-01-27 22:59,2026-01-28 06:14,8,0,97.6,7.25,22.99,6.23,2.6,True,False,7,Good
R003444,P0115,2026-01-28,Wednesday,False,2026-01-28 21:43,2026-01-29 03:14,10,1,83.2,5.52,21.72,3.23,0.47,True,False,5,Average
R003445,P0115,2026-01-29,Thursday,False,2026-01-29 23:13,2026-01-30 04:16,24,1,86.1,5.05,23.23,4.27,1.73,True,False,6,Average
R003446,P0115,2026-01-30,Friday,False,2026-01-30 22:09,2026-01-31 04:28,22,1,86.9,6.32,22.16,4.47,1.3,True,False,8,Good
R003447,P0115,2026-01-31,Saturday,True,2026-01-31 21:49,2026-02-01 03:34,13,0,93.4,5.75,21.83,3.57,0.68,True,False,8,Good
R003448,P0115,2026-02-01,Sunday,True,2026-02-01 22:24,2026-02-02 04:13,16,1,91.2,5.82,22.4,4.22,1.3,True,False,8,Good
R003449,P0115,2026-02-02,Monday,False,2026-02-02 22:20,2026-02-03 03:46,8,1,85.9,5.43,22.33,3.77,1.05,True,False,7,Good
R003450,P0115,2026-02-03,Tuesday,False,2026-02-03 21:18,2026-02-04 04:01,8,1,97.4,6.72,21.3,4.02,0.65,True,False,7,Good
R003451,P0116,2026-01-05,Monday,False,2026-01-05 22:15,2026-01-06 06:07,25,1,90.0,7.87,22.26,6.12,2.18,True,False,7,Good
R003452,P0116,2026-01-06,Tuesday,False,2026-01-06 00:15,2026-01-06 07:20,16,0,94.6,7.08,0.25,7.33,3.78,False,False,6,Average
R003453,P0116,2026-01-07,Wednesday,False,2026-01-07 22:45,2026-01-08 06:34,21,2,90.0,7.82,22.76,6.57,2.65,True,False,6,Average
R003454,P0116,2026-01-08,Thursday,False,2026-01-08 22:36,2026-01-09 05:37,25,3,88.6,7.02,22.61,5.62,2.1,True,False,6,Average
R003455,P0116,2026-01-09,Friday,False,2026-01-09 22:45,2026-01-10 05:53,22,0,88.1,7.13,22.75,5.88,2.32,True,False,5,Average
R003456,P0116,2026-01-10,Saturday,True,2026-01-10 23:57,2026-01-11 06:26,8,1,91.3,6.48,23.96,6.43,3.18,True,False,5,Average
R003457,P0116,2026-01-11,Sunday,True,2026-01-11 23:15,2026-01-12 06:24,16,1,96.9,7.15,23.27,6.4,2.82,True,False,7,Good
R003458,P0116,2026-01-12,Monday,False,2026-01-12 23:07,2026-01-13 06:34,3,1,99.2,7.45,23.12,6.57,2.83,True,False,7,Good
R003459,P0116,2026-01-13,Tuesday,False,2026-01-13 22:14,2026-01-14 06:30,9,0,89.7,8.27,22.25,6.5,2.37,True,False,5,Average
R003460,P0116,2026-01-14,Wednesday,False,2026-01-14 22:05,2026-01-15 06:12,11,1,92.8,8.12,22.09,6.2,2.13,True,False,7,Good
R003461,P0116,2026-01-15,Thursday,False,2026-01-15 21:52,2026-01-16 05:28,6,3,87.4,7.6,21.87,5.47,1.67,True,False,6,Average
R003462,P0116,2026-01-16,Friday,False,2026-01-16 22:03,2026-01-17 06:35,17,3,93.3,8.53,22.06,6.58,2.32,True,False,3,Poor
R003463,P0116,2026-01-17,Saturday,True,2026-01-17 23:59,2026-01-18 06:29,25,1,86.1,6.5,23.99,6.48,3.23,True,False,6,Average
R003464,P0116,2026-01-18,Sunday,True,2026-01-18 23:15,2026-01-19 04:21,9,0,91.3,5.1,23.25,4.35,1.8,True,False,6,Average
R003465,P0116,2026-01-19,Monday,False,2026-01-19 23:08,2026-01-20 06:41,22,0,92.7,7.55,23.14,6.68,2.9,True,False,7,Good
R003466,P0116,2026-01-20,Tuesday,False,2026-01-20 22:52,2026-01-21 05:51,20,2,84.2,6.98,22.88,5.85,2.35,True,False,6,Average
R003467,P0116,2026-01-21,Wednesday,False,2026-01-21 22:47,2026-01-22 06:06,17,2,89.4,7.32,22.79,6.1,2.43,True,False,7,Good
R003468,P0116,2026-01-22,Thursday,False,2026-01-22 22:18,2026-01-23 06:30,0,0,95.9,8.2,22.3,6.5,2.4,True,False,7,Good
R003469,P0116,2026-01-23,Friday,False,2026-01-23 23:07,2026-01-24 05:24,11,7,77.6,6.28,23.13,5.4,2.25,True,False,6,Average
R003470,P0116,2026-01-24,Saturday,True,2026-01-24 23:47,2026-01-25 07:56,22,2,84.4,8.15,23.79,7.93,3.85,True,False,6,Average
R003471,P0116,2026-01-25,Sunday,True,2026-01-25 00:26,2026-01-25 08:42,17,5,81.6,8.27,0.45,8.7,4.57,False,False,7,Good
R003472,P0116,2026-01-26,Monday,False,2026-01-26 00:30,2026-01-26 08:25,33,2,93.6,7.92,0.51,8.42,4.45,False,False,7,Good
R003473,P0116,2026-01-27,Tuesday,False,2026-01-27 22:02,2026-01-28 05:01,19,2,82.9,6.98,22.04,5.02,1.52,True,False,8,Good
R003474,P0116,2026-01-28,Wednesday,False,2026-01-28 22:39,2026-01-29 06:31,23,1,96.2,7.87,22.65,6.52,2.58,True,False,6,Average
R003475,P0116,2026-01-29,Thursday,False,2026-01-29 22:40,2026-01-30 04:59,23,1,91.4,6.32,22.67,4.98,1.82,True,False,9,Good
R003476,P0116,2026-01-30,Friday,False,2026-01-30 22:56,2026-01-31 06:02,6,1,91.2,7.1,22.94,6.03,2.48,True,False,5,Average
R003477,P0116,2026-01-31,Saturday,True,2026-01-31 22:22,2026-02-01 05:37,15,2,88.7,7.25,22.37,5.62,1.98,True,False,5,Average
R003478,P0116,2026-02-01,Sunday,True,2026-02-01 23:51,2026-02-02 07:47,22,3,90.8,7.93,23.86,7.78,3.82,True,False,4,Average
R003479,P0116,2026-02-02,Monday,False,2026-02-02 23:08,2026-02-03 05:42,9,1,93.4,6.57,23.14,5.7,2.42,True,False,5,Average
R003480,P0116,2026-02-03,Tuesday,False,2026-02-03 23:03,2026-02-04 06:54,20,0,94.4,7.85,23.06,6.9,2.97,True,False,5,Average
R003481,P0117,2026-01-05,Monday,False,2026-01-05 23:44,2026-01-06 05:20,29,0,89.2,5.6,23.74,5.33,2.53,True,False,5,Average
R003482,P0117,2026-01-06,Tuesday,False,2026-01-06 23:07,2026-01-07 04:55,11,3,86.8,5.8,23.13,4.92,2.02,True,False,5,Average
R003483,P0117,2026-01-07,Wednesday,False,2026-01-07 22:41,2026-01-08 05:40,21,0,91.2,6.98,22.69,5.67,2.17,True,False,6,Average
R003484,P0117,2026-01-08,Thursday,False,2026-01-08 22:40,2026-01-09 05:02,15,2,82.5,6.37,22.67,5.03,1.85,True,False,5,Average
R003485,P0117,2026-01-09,Friday,False,2026-01-09 23:10,2026-01-10 05:23,19,1,89.9,6.22,23.17,5.38,2.27,True,False,5,Average
R003486,P0117,2026-01-10,Saturday,True,2026-01-10 23:03,2026-01-11 03:12,26,1,82.2,4.15,23.06,3.2,1.12,True,False,6,Average
R003487,P0117,2026-01-11,Sunday,True,2026-01-11 23:57,2026-01-12 07:57,11,1,91.7,8.0,23.96,7.95,3.95,True,False,6,Average
R003488,P0117,2026-01-12,Monday,False,2026-01-12 23:23,2026-01-13 06:46,24,1,91.2,7.38,23.4,6.77,3.07,True,False,6,Average
R003489,P0117,2026-01-13,Tuesday,False,2026-01-13 23:49,2026-01-14 04:53,18,2,85.3,5.07,23.82,4.88,2.35,True,False,7,Good
R003490,P0117,2026-01-14,Wednesday,False,2026-01-14 22:51,2026-01-15 05:48,11,0,91.1,6.95,22.85,5.8,2.32,True,False,7,Good
R003491,P0117,2026-01-15,Thursday,False,2026-01-15 23:08,2026-01-16 05:01,11,0,89.6,5.88,23.14,5.02,2.07,True,False,7,Good
R003492,P0117,2026-01-16,Friday,False,2026-01-16 23:12,2026-01-17 06:10,7,0,90.8,6.97,23.21,6.17,2.68,True,False,8,Good
R003493,P0117,2026-01-17,Saturday,True,2026-01-17 00:33,2026-01-17 06:21,8,1,92.4,5.8,0.56,6.35,3.45,False,False,7,Good
R003494,P0117,2026-01-18,Sunday,True,2026-01-18 00:00,2026-01-18 07:05,28,0,96.1,7.08,0.0,7.08,3.53,False,False,4,Average
R003495,P0117,2026-01-19,Monday,False,2026-01-19 22:34,2026-01-20 04:56,20,0,91.5,6.37,22.58,4.93,1.75,True,False,7,Good
R003496,P0117,2026-01-20,Tuesday,False,2026-01-20 23:19,2026-01-21 05:50,32,3,89.3,6.52,23.33,5.83,2.57,True,False,4,Average
R003497,P0117,2026-01-21,Wednesday,False,2026-01-21 23:03,2026-01-22 06:07,0,2,90.7,7.07,23.06,6.12,2.58,True,False,7,Good
R003498,P0117,2026-01-22,Thursday,False,2026-01-22 23:32,2026-01-23 06:41,24,1,88.3,7.15,23.53,6.68,3.1,True,False,8,Good
R003499,P0117,2026-01-23,Friday,False,2026-01-23 23:37,2026-01-24 06:29,0,1,92.9,6.87,23.62,6.48,3.05,True,False,6,Average
R003500,P0117,2026-01-24,Saturday,True,2026-01-24 23:53,2026-01-25 06:26,16,4,84.5,6.55,23.89,6.43,3.15,True,False,7,Good
R003501,P0117,2026-01-25,Sunday,True,2026-01-25 23:49,2026-01-26 04:43,24,1,87.1,4.9,23.82,4.72,2.27,True,False,4,Average
R003502,P0117,2026-01-26,Monday,False,2026-01-26 23:04,2026-01-27 04:32,26,1,85.5,5.47,23.08,4.53,1.8,True,False,6,Average
R003503,P0117,2026-01-27,Tuesday,False,2026-01-27 23:00,2026-01-28 05:43,23,0,88.9,6.72,23.01,5.72,2.35,True,False,9,Good
R003504,P0117,2026-01-28,Wednesday,False,2026-01-28 22:17,2026-01-29 05:54,8,3,89.0,7.62,22.3,5.9,2.08,True,False,6,Average
R003505,P0117,2026-01-29,Thursday,False,2026-01-29 00:22,2026-01-29 07:05,22,1,93.8,6.72,0.38,7.08,3.72,False,False,7,Good
R003506,P0117,2026-01-30,Friday,False,2026-01-30 22:59,2026-01-31 05:28,20,1,89.2,6.48,22.98,5.47,2.22,True,False,6,Average
R003507,P0117,2026-01-31,Saturday,True,2026-01-31 23:36,2026-02-01 06:12,21,1,90.3,6.6,23.61,6.2,2.9,True,False,10,Good
R003508,P0117,2026-02-01,Sunday,True,2026-02-01 23:19,2026-02-02 05:31,11,0,99.6,6.2,23.32,5.52,2.42,True,False,7,Good
R003509,P0117,2026-02-02,Monday,False,2026-02-02 23:24,2026-02-03 06:48,22,0,91.1,7.4,23.4,6.8,3.1,True,False,8,Good
R003510,P0117,2026-02-03,Tuesday,False,2026-02-03 23:10,2026-02-04 06:18,17,3,81.7,7.13,23.17,6.3,2.73,True,False,5,Average
R003511,P0118,2026-01-05,Monday,False,2026-01-05 23:46,2026-01-06 06:39,10,3,83.4,6.88,23.77,6.65,3.2,True,False,6,Average
R003512,P0118,2026-01-06,Tuesday,False,2026-01-06 00:04,2026-01-06 07:29,20,0,89.7,7.42,0.08,7.48,3.77,False,False,3,Poor
R003513,P0118,2026-01-07,Wednesday,False,2026-01-07 23:41,2026-01-08 06:28,26,4,86.6,6.78,23.7,6.47,3.07,True,False,9,Good
R003514,P0118,2026-01-08,Thursday,False,2026-01-08 23:49,2026-01-09 05:55,28,0,91.7,6.1,23.82,5.92,2.87,True,False,6,Average
R003515,P0118,2026-01-09,Friday,False,2026-01-09 23:40,2026-01-10 06:20,14,0,94.9,6.67,23.67,6.33,3.0,True,False,7,Good
R003516,P0118,2026-01-10,Saturday,True,2026-01-10 23:36,2026-01-11 06:14,28,0,94.7,6.63,23.6,6.23,2.92,True,False,7,Good
R003517,P0118,2026-01-11,Sunday,True,2026-01-11 00:23,2026-01-11 06:24,10,0,96.4,6.02,0.39,6.4,3.38,False,False,6,Average
R003518,P0118,2026-01-12,Monday,False,2026-01-12 23:30,2026-01-13 06:03,17,2,87.6,6.55,23.51,6.05,2.77,True,False,7,Good
R003519,P0118,2026-01-13,Tuesday,False,2026-01-13 23:36,2026-01-14 05:26,17,2,86.9,5.83,23.61,5.43,2.52,True,False,6,Average
R003520,P0118,2026-01-14,Wednesday,False,2026-01-14 00:06,2026-01-14 06:46,29,1,95.3,6.67,0.11,6.77,3.43,False,False,7,Good
R003521,P0118,2026-01-15,Thursday,False,2026-01-15 23:28,2026-01-16 05:45,18,1,89.8,6.28,23.47,5.75,2.6,True,False,4,Average
R003522,P0118,2026-01-16,Friday,False,2026-01-16 23:53,2026-01-17 06:42,10,1,94.2,6.82,23.88,6.7,3.28,True,False,7,Good
R003523,P0118,2026-01-17,Saturday,True,2026-01-17 00:37,2026-01-17 07:27,24,0,93.7,6.83,0.62,7.45,4.03,False,False,5,Average
R003524,P0118,2026-01-18,Sunday,True,2026-01-18 01:13,2026-01-18 07:43,13,0,92.8,6.5,1.22,7.72,4.47,False,False,8,Good
R003525,P0118,2026-01-19,Monday,False,2026-01-19 23:41,2026-01-20 05:35,34,1,87.5,5.9,23.7,5.58,2.63,True,False,7,Good
R003526,P0118,2026-01-20,Tuesday,False,2026-01-20 23:10,2026-01-21 05:07,7,1,88.8,5.95,23.18,5.12,2.13,True,False,5,Average
R003527,P0118,2026-01-21,Wednesday,False,2026-01-21 23:32,2026-01-22 07:07,20,1,89.4,7.58,23.54,7.12,3.32,True,False,7,Good
R003528,P0118,2026-01-22,Thursday,False,2026-01-22 23:30,2026-01-23 06:18,18,2,88.5,6.8,23.52,6.3,2.9,True,False,6,Average
R003529,P0118,2026-01-23,Friday,False,2026-01-23 23:37,2026-01-24 06:44,10,1,89.1,7.12,23.63,6.73,3.17,True,False,8,Good
R003530,P0118,2026-01-24,Saturday,True,2026-01-24 22:51,2026-01-25 05:58,13,1,84.5,7.12,22.85,5.97,2.4,True,False,7,Good
R003531,P0118,2026-01-25,Sunday,True,2026-01-25 00:25,2026-01-25 06:04,18,0,90.2,5.65,0.43,6.07,3.23,False,False,6,Average
R003532,P0118,2026-01-26,Monday,False,2026-01-26 23:58,2026-01-27 06:54,15,2,88.4,6.93,23.97,6.9,3.43,True,False,7,Good
R003533,P0118,2026-01-27,Tuesday,False,2026-01-27 23:34,2026-01-28 05:19,25,0,90.9,5.75,23.57,5.32,2.43,True,False,6,Average
R003534,P0118,2026-01-28,Wednesday,False,2026-01-28 23:46,2026-01-29 06:08,21,1,95.0,6.37,23.78,6.13,2.95,True,False,5,Average
R003535,P0118,2026-01-29,Thursday,False,2026-01-29 23:29,2026-01-30 06:20,22,1,93.6,6.85,23.49,6.33,2.9,True,False,8,Good
R003536,P0118,2026-01-30,Friday,False,2026-01-30 23:15,2026-01-31 05:56,11,1,92.5,6.68,23.25,5.93,2.58,True,False,5,Average
R003537,P0118,2026-01-31,Saturday,True,2026-01-31 23:54,2026-02-01 05:52,19,2,89.3,5.97,23.91,5.87,2.88,True,False,7,Good
R003538,P0118,2026-02-01,Sunday,True,2026-02-01 00:20,2026-02-01 06:11,16,2,83.7,5.85,0.34,6.18,3.25,False,False,8,Good
R003539,P0118,2026-02-02,Monday,False,2026-02-02 22:58,2026-02-03 06:50,11,0,90.6,7.87,22.98,6.83,2.9,True,False,9,Good
R003540,P0118,2026-02-03,Tuesday,False,2026-02-03 23:29,2026-02-04 06:18,17,3,85.3,6.82,23.49,6.3,2.88,True,False,7,Good
R003541,P0119,2026-01-05,Monday,False,2026-01-05 23:32,2026-01-06 05:21,15,0,91.9,5.82,23.55,5.35,2.43,True,False,6,Average
R003542,P0119,2026-01-06,Tuesday,False,2026-01-06 23:06,2026-01-07 05:49,19,2,81.2,6.72,23.11,5.82,2.45,True,False,8,Good
R003543,P0119,2026-01-07,Wednesday,False,2026-01-07 23:05,2026-01-08 05:00,0,0,93.0,5.92,23.09,5.0,2.03,True,False,7,Good
R003544,P0119,2026-01-08,Thursday,False,2026-01-08 23:43,2026-01-09 06:12,17,2,96.0,6.48,23.73,6.2,2.95,True,False,6,Average
R003545,P0119,2026-01-09,Friday,False,2026-01-09 23:09,2026-01-10 05:38,5,0,93.5,6.48,23.15,5.63,2.38,True,False,8,Good
R003546,P0119,2026-01-10,Saturday,True,2026-01-10 00:18,2026-01-10 06:39,7,1,82.6,6.35,0.3,6.65,3.47,False,False,4,Average
R003547,P0119,2026-01-11,Sunday,True,2026-01-11 00:07,2026-01-11 07:46,13,0,92.0,7.65,0.13,7.77,3.93,False,False,10,Good
R003548,P0119,2026-01-12,Monday,False,2026-01-12 23:29,2026-01-13 06:17,19,1,94.2,6.8,23.49,6.28,2.88,True,False,6,Average
R003549,P0119,2026-01-13,Tuesday,False,2026-01-13 23:25,2026-01-14 06:03,13,1,84.9,6.63,23.43,6.05,2.73,True,False,7,Good
R003550,P0119,2026-01-14,Wednesday,False,2026-01-14 23:13,2026-01-15 05:55,0,3,89.7,6.7,23.23,5.92,2.57,True,False,8,Good
R003551,P0119,2026-01-15,Thursday,False,2026-01-15 23:09,2026-01-16 05:25,0,1,88.9,6.27,23.16,5.42,2.28,True,False,6,Average
R003552,P0119,2026-01-16,Friday,False,2026-01-16 23:21,2026-01-17 06:03,22,3,85.4,6.7,23.36,6.05,2.7,True,False,7,Good
R003553,P0119,2026-01-17,Saturday,True,2026-01-17 23:57,2026-01-18 06:24,19,1,90.2,6.45,23.96,6.4,3.17,True,False,6,Average
R003554,P0119,2026-01-18,Sunday,True,2026-01-18 00:35,2026-01-18 06:26,16,0,87.3,5.85,0.59,6.43,3.5,False,False,5,Average
R003555,P0119,2026-01-19,Monday,False,2026-01-19 23:06,2026-01-20 05:31,6,2,92.9,6.42,23.11,5.52,2.3,True,False,8,Good
R003556,P0119,2026-01-20,Tuesday,False,2026-01-20 23:41,2026-01-21 06:07,18,2,87.3,6.43,23.69,6.12,2.9,True,False,9,Good
