Env_ID,Location_ID,Date,Temperature_C,Humidity_Percent,Daylight_Hours,Season,Air_Quality_Index,Environmental_Noise_dB
EN000689,L0023,2026-02-02,3.7,55.7,10.13,Winter,70.1,52.0
EN000690,L0023,2026-02-03,7.8,57.0,10.16,Winter,65.5,62.4
EN000691,L0024,2026-01-05,5.1,45.3,9.4,Winter,47.5,62.4
EN000692,L0024,2026-01-06,5.4,50.8,9.41,Winter,29.5,66.8
EN000693,L0024,2026-01-07,7.8,59.6,9.43,Winter,68.5,60.9
EN000694,L0024,2026-01-08,5.9,54.0,9.44,Winter,49.0,71.2
EN000695,L0024,2026-01-09,7.3,52.2,9.46,Winter,61.5,52.9
EN000696,L0024,2026-01-10,9.0,51.0,9.48,Winter,62.0,63.3
EN000697,L0024,2026-01-11,6.9,55.6,9.49,Winter,55.2,57.7
EN000698,L0024,2026-01-12,5.2,52.3,9.51,Winter,75.7,57.5
EN000699,L0024,2026-01-13,4.8,51.9,9.53,Winter,70.4,61.4
EN000700,L0024,2026-01-14,7.2,53.5,9.55,Winter,63.0,54.8
EN000701,L0024,2026-01-15,5.7,60.8,9.58,Winter,67.2,53.1
EN000702,L0024,2026-01-16,4.7,55.7,9.6,Winter,79.2,48.4
EN000703,L0024,2026-01-17,6.7,46.7,9.62,Winter,46.1,56.2
EN000704,L0024,2026-01-18,5.4,51.8,9.65,Winter,55.1,55.3
EN000705,L0024,2026-01-19,3.6,59.7,9.67,Winter,65.5,62.2
EN000706,L0024,2026-01-20,3.4,56.8,9.7,Winter,64.5,52.8
EN000707,L0024,2026-01-21,6.2,54.3,9.72,Winter,80.8,67.6
EN000708,L0024,2026-01-22,3.2,70.0,9.75,Winter,42.2,62.9
EN000709,L0024,2026-01-23,8.0,49.0,9.78,Winter,61.9,57.5
EN000710,L0024,2026-01-24,7.2,56.4,9.8,Winter,71.7,58.4
EN000711,L0024,2026-01-25,6.0,61.6,9.83,Winter,63.1,61.7
EN000712,L0024,2026-01-26,5.1,48.7,9.86,Winter,47.1,54.9
EN000713,L0024,2026-01-27,7.7,60.9,9.89,Winter,52.8,65.2
EN000714,L0024,2026-01-28,8.8,56.5,9.92,Winter,43.5,65.9
EN000715,L0024,2026-01-29,6.2,55.8,9.95,Winter,50.2,53.6
EN000716,L0024,2026-01-30,3.7,58.8,9.98,Winter,44.0,73.3
EN000717,L0024,2026-01-31,4.5,47.5,10.01,Winter,62.1,65.6
EN000718,L0024,2026-02-01,6.6,58.4,10.05,Winter,29.2,54.6
EN000719,L0024,2026-02-02,4.5,43.6,10.08,Winter,56.6,46.8
EN000720,L0024,2026-02-03,4.1,51.8,10.11,Winter,43.4,60.0
EN000721,L0025,2026-01-05,21.5,63.4,12.07,Summer,70.5,63.7
EN000722,L0025,2026-01-06,21.0,59.8,12.07,Summer,67.2,58.7
EN000723,L0025,2026-01-07,20.3,56.0,12.07,Summer,48.6,60.1
EN000724,L0025,2026-01-08,20.8,54.0,12.07,Summer,50.7,51.9
EN000725,L0025,2026-01-09,22.7,58.5,12.07,Summer,47.9,62.0
EN000726,L0025,2026-01-10,20.0,49.6,12.07,Summer,74.3,55.3
EN000727,L0025,2026-01-11,20.3,58.2,12.07,Summer,76.0,58.1
EN000728,L0025,2026-01-12,18.8,61.3,12.07,Summer,53.2,67.4
EN000729,L0025,2026-01-13,21.0,44.6,12.07,Summer,65.0,67.7
EN000730,L0025,2026-01-14,23.8,69.0,12.07,Summer,45.7,62.6
EN000731,L0025,2026-01-15,19.7,59.3,12.07,Summer,42.2,54.8
EN000732,L0025,2026-01-16,19.8,63.4,12.07,Summer,71.2,59.4
EN000733,L0025,2026-01-17,18.6,56.1,12.07,Summer,49.6,62.3
EN000734,L0025,2026-01-18,23.1,64.3,12.07,Summer,49.4,44.3
EN000735,L0025,2026-01-19,17.8,66.5,12.06,Summer,54.4,54.2
EN000736,L0025,2026-01-20,23.9,65.6,12.06,Summer,60.3,56.5
EN000737,L0025,2026-01-21,20.7,59.4,12.06,Summer,82.4,60.1
EN000738,L0025,2026-01-22,22.3,65.0,12.06,Summer,43.6,61.8
EN000739,L0025,2026-01-23,20.4,42.9,12.06,Summer,30.2,52.9
EN000740,L0025,2026-01-24,21.9,58.7,12.06,Summer,62.6,67.8
EN000741,L0025,2026-01-25,18.7,57.8,12.06,Summer,64.3,54.3
EN000742,L0025,2026-01-26,21.0,48.4,12.06,Summer,79.7,54.6
EN000743,L0025,2026-01-27,24.6,57.8,12.06,Summer,74.4,57.7
EN000744,L0025,2026-01-28,20.9,54.5,12.06,Summer,61.7,59.6
EN000745,L0025,2026-01-29,19.5,57.2,12.06,Summer,51.5,69.5
EN000746,L0025,2026-01-30,20.7,67.3,12.06,Summer,57.3,59.3
EN000747,L0025,2026-01-31,18.5,55.3,12.06,Summer,62.9,65.9
EN000748,L0025,2026-02-01,21.3,66.3,12.05,Summer,69.0,66.1
EN000749,L0025,2026-02-02,20.8,72.3,12.05,Summer,53.2,54.2
EN000750,L0025,2026-02-03,18.7,72.0,12.05,Summer,71.5,56.3
EN000751,L0026,2026-01-05,15.0,39.1,10.14,Winter,117.5,50.3
EN000752,L0026,2026-01-06,12.2,32.2,10.15,Winter,62.4,63.3
EN000753,L0026,2026-01-07,12.2,39.4,10.16,Winter,123.0,56.2
EN000754,L0026,2026-01-08,11.9,35.7,10.17,Winter,103.8,55.2
EN000755,L0026,2026-01-09,11.5,41.3,10.18,Winter,95.3,47.8
EN000756,L0026,2026-01-10,10.4,44.0,10.2,Winter,95.6,54.2
EN000757,L0026,2026-01-11,12.2,35.1,10.21,Winter,100.3,51.2
EN000758,L0026,2026-01-12,11.0,36.6,10.22,Winter,88.6,60.9
EN000759,L0026,2026-01-13,10.3,37.1,10.24,Winter,105.3,60.4
EN000760,L0026,2026-01-14,12.8,34.4,10.25,Winter,78.3,57.6
EN000761,L0026,2026-01-15,14.8,34.3,10.27,Winter,77.5,55.5
EN000762,L0026,2026-01-16,12.9,32.8,10.28,Winter,96.8,60.6
EN000763,L0026,2026-01-17,14.1,43.5,10.3,Winter,103.9,53.3
EN000764,L0026,2026-01-18,10.9,34.5,10.31,Winter,83.7,52.3
EN000765,L0026,2026-01-19,11.7,32.2,10.33,Winter,80.6,56.4
EN000766,L0026,2026-01-20,14.6,36.2,10.35,Winter,124.6,58.9
EN000767,L0026,2026-01-21,12.0,35.0,10.37,Winter,93.6,60.2
EN000768,L0026,2026-01-22,16.3,29.9,10.39,Winter,102.0,59.0
EN000769,L0026,2026-01-23,9.7,39.6,10.41,Winter,107.7,53.7
EN000770,L0026,2026-01-24,12.5,24.6,10.43,Winter,72.4,63.2
EN000771,L0026,2026-01-25,11.7,28.3,10.45,Winter,93.2,55.4
EN000772,L0026,2026-01-26,11.8,39.4,10.47,Winter,73.7,53.5
EN000773,L0026,2026-01-27,12.9,40.8,10.49,Winter,107.3,54.7
EN000774,L0026,2026-01-28,14.3,30.3,10.51,Winter,115.6,52.3
EN000775,L0026,2026-01-29,15.1,31.1,10.53,Winter,118.2,61.0
EN000776,L0026,2026-01-30,10.9,31.9,10.55,Winter,100.9,63.3
EN000777,L0026,2026-01-31,12.6,35.3,10.58,Winter,100.6,58.7
EN000778,L0026,2026-02-01,10.5,30.1,10.6,Winter,93.3,64.1
EN000779,L0026,2026-02-02,15.8,39.7,10.62,Winter,94.0,61.7
EN000780,L0026,2026-02-03,11.7,34.1,10.65,Winter,78.5,51.8
EN000781,L0027,2026-01-05,25.6,76.1,11.64,Winter,94.6,60.7
EN000782,L0027,2026-01-06,25.5,78.3,11.64,Winter,84.4,60.1
EN000783,L0027,2026-01-07,23.7,77.2,11.64,Winter,94.4,54.7
EN000784,L0027,2026-01-08,25.1,71.3,11.64,Winter,77.6,52.4
EN000785,L0027,2026-01-09,27.3,81.4,11.64,Winter,92.5,67.9
EN000786,L0027,2026-01-10,24.7,93.2,11.65,Winter,81.8,59.3
EN000787,L0027,2026-01-11,24.3,77.2,11.65,Winter,96.7,57.4
EN000788,L0027,2026-01-12,28.2,76.4,11.65,Winter,88.8,53.5
EN000789,L0027,2026-01-13,25.8,74.2,11.65,Winter,76.5,54.1
EN000790,L0027,2026-01-14,29.8,73.4,11.66,Winter,64.6,54.5
EN000791,L0027,2026-01-15,24.9,78.3,11.66,Winter,92.8,61.4
EN000792,L0027,2026-01-16,23.8,77.0,11.66,Winter,72.7,54.9
EN000793,L0027,2026-01-17,23.3,67.9,11.67,Winter,99.9,61.4
EN000794,L0027,2026-01-18,26.8,75.2,11.67,Winter,95.9,49.2
EN000795,L0027,2026-01-19,26.6,76.1,11.67,Winter,93.8,59.9
EN000796,L0027,2026-01-20,23.2,66.0,11.68,Winter,75.0,60.8
EN000797,L0027,2026-01-21,26.2,66.8,11.68,Winter,71.3,54.4
EN000798,L0027,2026-01-22,24.4,66.8,11.68,Winter,65.1,53.9
EN000799,L0027,2026-01-23,25.2,67.9,11.69,Winter,83.4,63.3
EN000800,L0027,2026-01-24,22.7,73.8,11.69,Winter,99.3,55.9
EN000801,L0027,2026-01-25,24.0,82.0,11.69,Winter,80.7,63.5
EN000802,L0027,2026-01-26,25.8,72.9,11.7,Winter,91.7,59.6
EN000803,L0027,2026-01-27,26.9,71.7,11.7,Winter,85.6,57.7
EN000804,L0027,2026-01-28,26.3,68.8,11.71,Winter,99.2,60.3
EN000805,L0027,2026-01-29,22.7,82.2,11.71,Winter,116.3,63.0
EN000806,L0027,2026-01-30,27.6,75.5,11.72,Winter,61.7,48.8
EN000807,L0027,2026-01-31,25.5,71.4,11.72,Winter,72.2,57.7
EN000808,L0027,2026-02-01,26.2,66.3,11.72,Winter,78.7,65.5
EN000809,L0027,2026-02-02,23.1,80.2,11.73,Winter,78.2,60.7
EN000810,L0027,2026-02-03,27.1,79.4,11.73,Winter,97.7,52.2
EN000811,L0028,2026-01-05,24.8,49.9,14.17,Summer,58.6,59.3
EN000812,L0028,2026-01-06,23.7,57.0,14.16,Summer,43.2,51.3
EN000813,L0028,2026-01-07,24.4,56.1,14.15,Summer,71.1,57.8
EN000814,L0028,2026-01-08,20.3,60.8,14.13,Summer,49.8,59.7
EN000815,L0028,2026-01-09,21.7,64.9,14.12,Summer,42.7,56.3
EN000816,L0028,2026-01-10,23.1,48.4,14.11,Summer,59.6,66.1
EN000817,L0028,2026-01-11,22.0,57.4,14.09,Summer,16.5,57.8
EN000818,L0028,2026-01-12,22.3,50.1,14.07,Summer,70.1,56.4
EN000819,L0028,2026-01-13,22.6,52.7,14.06,Summer,28.2,52.3
EN000820,L0028,2026-01-14,24.6,42.3,14.04,Summer,44.3,56.0
EN000821,L0028,2026-01-15,26.0,59.6,14.02,Summer,47.2,64.5
EN000822,L0028,2026-01-16,21.6,61.1,14.0,Summer,36.0,63.4
EN000823,L0028,2026-01-17,22.2,48.8,13.99,Summer,52.0,59.4
EN000824,L0028,2026-01-18,22.0,58.3,13.97,Summer,46.8,61.1
EN000825,L0028,2026-01-19,23.7,54.6,13.95,Summer,48.8,58.8
EN000826,L0028,2026-01-20,23.9,67.4,13.92,Summer,68.2,62.9
EN000827,L0028,2026-01-21,28.4,58.1,13.9,Summer,61.8,61.5
EN000828,L0028,2026-01-22,21.0,52.3,13.88,Summer,47.9,61.2
EN000829,L0028,2026-01-23,22.5,55.8,13.86,Summer,70.2,62.3
EN000830,L0028,2026-01-24,22.5,51.0,13.84,Summer,70.9,61.9
EN000831,L0028,2026-01-25,19.9,53.1,13.81,Summer,57.3,61.9
EN000832,L0028,2026-01-26,24.4,56.7,13.79,Summer,63.2,58.3
EN000833,L0028,2026-01-27,21.5,53.4,13.76,Summer,55.3,57.8
EN000834,L0028,2026-01-28,19.3,52.6,13.74,Summer,55.8,56.6
EN000835,L0028,2026-01-29,22.2,57.9,13.71,Summer,39.9,49.9
EN000836,L0028,2026-01-30,22.0,59.6,13.69,Summer,78.6,61.9
EN000837,L0028,2026-01-31,20.0,53.6,13.66,Summer,58.6,58.9
EN000838,L0028,2026-02-01,23.5,49.5,13.63,Summer,55.9,60.1
EN000839,L0028,2026-02-02,24.0,50.2,13.61,Summer,50.2,44.5
EN000840,L0028,2026-02-03,21.4,51.9,13.58,Summer,40.7,58.8
EN000841,L0029,2026-01-05,21.9,41.4,13.58,Summer,68.0,53.4
EN000842,L0029,2026-01-06,22.9,47.3,13.57,Summer,65.4,56.6
EN000843,L0029,2026-01-07,22.5,55.7,13.56,Summer,61.4,50.3
EN000844,L0029,2026-01-08,19.4,51.5,13.55,Summer,64.9,55.0
EN000845,L0029,2026-01-09,23.2,53.3,13.54,Summer,51.5,56.6
EN000846,L0029,2026-01-10,22.5,56.9,13.53,Summer,91.3,54.7
EN000847,L0029,2026-01-11,21.9,57.6,13.52,Summer,64.7,55.5
EN000848,L0029,2026-01-12,19.3,51.9,13.51,Summer,50.0,49.4
EN000849,L0029,2026-01-13,20.6,48.7,13.5,Summer,73.2,61.0
EN000850,L0029,2026-01-14,20.4,53.4,13.48,Summer,39.0,55.5
EN000851,L0029,2026-01-15,22.8,59.9,13.47,Summer,55.0,63.3
EN000852,L0029,2026-01-16,19.3,47.5,13.46,Summer,74.9,66.4
EN000853,L0029,2026-01-17,23.0,54.8,13.44,Summer,34.3,47.9
EN000854,L0029,2026-01-18,22.3,52.9,13.43,Summer,49.5,58.3
EN000855,L0029,2026-01-19,22.3,60.7,13.42,Summer,66.9,64.1
EN000856,L0029,2026-01-20,22.1,54.3,13.4,Summer,79.9,53.1
EN000857,L0029,2026-01-21,27.1,57.3,13.39,Summer,70.3,60.6
EN000858,L0029,2026-01-22,25.4,59.8,13.37,Summer,42.5,65.0
EN000859,L0029,2026-01-23,21.4,55.6,13.35,Summer,47.1,60.6
EN000860,L0029,2026-01-24,20.8,55.6,13.34,Summer,61.0,67.6
EN000861,L0029,2026-01-25,25.5,55.3,13.32,Summer,65.9,56.1
EN000862,L0029,2026-01-26,23.9,53.0,13.3,Summer,59.1,62.9
EN000863,L0029,2026-01-27,21.0,54.8,13.28,Summer,42.9,61.5
EN000864,L0029,2026-01-28,25.4,59.3,13.27,Summer,85.5,53.8
EN000865,L0029,2026-01-29,22.3,49.3,13.25,Summer,61.8,61.9
EN000866,L0029,2026-01-30,22.0,46.5,13.23,Summer,46.6,51.1
EN000867,L0029,2026-01-31,22.7,67.4,13.21,Summer,84.1,48.5
EN000868,L0029,2026-02-01,24.3,60.6,13.19,Summer,43.4,56.5
EN000869,L0029,2026-02-02,23.7,58.3,13.17,Summer,46.7,61.1
EN000870,L0029,2026-02-03,17.9,53.7,13.15,Summer,80.9,58.1
EN000871,L0030,2026-01-05,24.1,80.3,11.69,Winter,98.6,64.6
EN000872,L0030,2026-01-06,26.6,81.5,11.69,Winter,95.3,59.3
EN000873,L0030,2026-01-07,25.2,73.6,11.69,Winter,68.0,53.2
EN000874,L0030,2026-01-08,24.5,76.4,11.69,Winter,105.2,57.8
EN000875,L0030,2026-01-09,26.8,81.5,11.69,Winter,81.8,61.0
EN000876,L0030,2026-01-10,24.6,82.9,11.7,Winter,93.9,52.0
EN000877,L0030,2026-01-11,25.3,84.9,11.7,Winter,82.5,60.2
EN000878,L0030,2026-01-12,26.0,68.8,11.7,Winter,92.1,51.0
EN000879,L0030,2026-01-13,23.9,81.5,11.7,Winter,90.0,56.5
EN000880,L0030,2026-01-14,25.8,74.6,11.71,Winter,85.2,61.3
EN000881,L0030,2026-01-15,23.7,75.2,11.71,Winter,80.6,50.1
EN000882,L0030,2026-01-16,23.3,84.4,11.71,Winter,90.4,51.4
EN000883,L0030,2026-01-17,22.2,74.3,11.71,Winter,106.9,57.1
EN000884,L0030,2026-01-18,27.4,77.1,11.72,Winter,91.6,51.3
EN000885,L0030,2026-01-19,26.7,73.0,11.72,Winter,97.1,53.9
EN000886,L0030,2026-01-20,25.3,77.1,11.72,Winter,82.8,60.0
EN000887,L0030,2026-01-21,24.5,71.1,11.73,Winter,107.5,63.2
EN000888,L0030,2026-01-22,23.6,78.4,11.73,Winter,74.6,52.1
EN000889,L0030,2026-01-23,26.9,64.8,11.73,Winter,98.0,56.7
EN000890,L0030,2026-01-24,24.6,77.5,11.73,Winter,93.1,53.9
EN000891,L0030,2026-01-25,26.3,75.7,11.74,Winter,67.4,57.2
EN000892,L0030,2026-01-26,27.5,85.1,11.74,Winter,95.0,52.0
EN000893,L0030,2026-01-27,25.9,80.1,11.75,Winter,95.2,61.9
EN000894,L0030,2026-01-28,25.7,74.6,11.75,Winter,76.5,48.5
EN000895,L0030,2026-01-29,25.7,76.1,11.75,Winter,92.8,51.3
EN000896,L0030,2026-01-30,26.2,87.3,11.76,Winter,86.1,57.7
EN000897,L0030,2026-01-31,25.6,87.2,11.76,Winter,70.7,59.0
EN000898,L0030,2026-02-01,23.6,71.7,11.76,Winter,84.3,64.7
EN000899,L0030,2026-02-02,28.3,77.7,11.77,Winter,79.7,70.5
EN000900,L0030,2026-02-03,24.3,71.6,11.77,Winter,60.2,65.0
EN000901,L0031,2026-01-05,16.8,72.5,11.49,Winter,40.5,65.3
EN000902,L0031,2026-01-06,15.2,62.8,11.5,Winter,36.9,65.3
EN000903,L0031,2026-01-07,16.5,57.8,11.5,Winter,69.0,54.2
EN000904,L0031,2026-01-08,14.0,55.2,11.5,Winter,34.1,62.3
EN000905,L0031,2026-01-09,17.2,53.8,11.51,Winter,64.9,56.7
EN000906,L0031,2026-01-10,15.6,54.2,11.51,Winter,47.6,63.3
EN000907,L0031,2026-01-11,14.9,70.1,11.51,Winter,60.6,53.4
EN000908,L0031,2026-01-12,17.2,61.8,11.52,Winter,70.2,64.0
EN000909,L0031,2026-01-13,13.8,57.2,11.52,Winter,57.6,51.5
EN000910,L0031,2026-01-14,14.5,66.0,11.52,Winter,63.3,51.3
EN000911,L0031,2026-01-15,12.2,68.0,11.53,Winter,58.7,54.8
EN000912,L0031,2026-01-16,14.5,49.1,11.53,Winter,79.9,56.0
EN000913,L0031,2026-01-17,17.5,58.3,11.54,Winter,80.0,59.3
EN000914,L0031,2026-01-18,16.5,62.3,11.54,Winter,68.7,59.7
EN000915,L0031,2026-01-19,14.6,69.5,11.55,Winter,47.3,58.0
EN000916,L0031,2026-01-20,15.0,60.4,11.55,Winter,54.0,59.6
EN000917,L0031,2026-01-21,14.7,48.5,11.55,Winter,60.1,52.5
EN000918,L0031,2026-01-22,11.9,58.8,11.56,Winter,66.8,60.6
EN000919,L0031,2026-01-23,16.0,46.4,11.56,Winter,40.9,67.9
EN000920,L0031,2026-01-24,13.1,61.7,11.57,Winter,50.4,58.4
EN000921,L0031,2026-01-25,13.9,61.4,11.58,Winter,61.9,55.8
EN000922,L0031,2026-01-26,13.1,59.6,11.58,Winter,43.0,60.1
EN000923,L0031,2026-01-27,19.8,66.1,11.59,Winter,70.1,57.6
EN000924,L0031,2026-01-28,11.6,50.1,11.59,Winter,78.0,54.1
EN000925,L0031,2026-01-29,13.8,57.0,11.6,Winter,45.1,51.9
EN000926,L0031,2026-01-30,15.0,52.7,11.6,Winter,49.6,54.1
EN000927,L0031,2026-01-31,16.0,56.6,11.61,Winter,57.5,61.0
EN000928,L0031,2026-02-01,14.8,56.3,11.62,Winter,66.6,61.3
EN000929,L0031,2026-02-02,14.8,58.5,11.62,Winter,49.1,53.7
EN000930,L0031,2026-02-03,16.5,60.7,11.63,Winter,66.4,59.4
EN000931,L0032,2026-01-05,7.2,59.2,9.86,Winter,68.1,62.6
EN000932,L0032,2026-01-06,6.9,63.3,9.87,Winter,58.2,61.2
EN000933,L0032,2026-01-07,7.6,56.5,9.88,Winter,44.7,61.5
EN000934,L0032,2026-01-08,12.2,52.8,9.89,Winter,56.0,55.8
EN000935,L0032,2026-01-09,6.2,64.3,9.91,Winter,45.6,55.6
EN000936,L0032,2026-01-10,4.2,50.5,9.92,Winter,31.1,61.2
EN000937,L0032,2026-01-11,12.1,52.8,9.94,Winter,31.7,62.5
EN000938,L0032,2026-01-12,5.7,62.8,9.95,Winter,51.1,54.8
EN000939,L0032,2026-01-13,6.7,59.5,9.97,Winter,51.8,55.5
EN000940,L0032,2026-01-14,6.6,47.4,9.99,Winter,60.6,49.1
EN000941,L0032,2026-01-15,6.2,59.6,10.0,Winter,59.2,61.0
EN000942,L0032,2026-01-16,6.8,62.0,10.02,Winter,67.9,60.2
EN000943,L0032,2026-01-17,8.6,59.5,10.04,Winter,48.8,51.3
EN000944,L0032,2026-01-18,7.7,58.3,10.06,Winter,70.3,53.3
EN000945,L0032,2026-01-19,5.3,57.8,10.08,Winter,54.0,48.6
EN000946,L0032,2026-01-20,7.6,43.9,10.1,Winter,41.8,64.8
EN000947,L0032,2026-01-21,10.3,47.7,10.12,Winter,50.4,58.2
EN000948,L0032,2026-01-22,10.2,52.0,10.14,Winter,48.3,65.7
EN000949,L0032,2026-01-23,6.3,59.3,10.17,Winter,34.3,57.1
EN000950,L0032,2026-01-24,4.0,48.7,10.19,Winter,66.7,57.8
EN000951,L0032,2026-01-25,6.5,50.5,10.21,Winter,51.9,59.5
EN000952,L0032,2026-01-26,8.8,39.2,10.24,Winter,43.4,58.8
EN000953,L0032,2026-01-27,6.9,57.4,10.26,Winter,58.7,56.5
EN000954,L0032,2026-01-28,6.1,53.5,10.29,Winter,71.1,54.3
EN000955,L0032,2026-01-29,7.0,56.1,10.31,Winter,76.8,56.5
EN000956,L0032,2026-01-30,8.9,62.4,10.34,Winter,54.1,56.9
EN000957,L0032,2026-01-31,6.6,53.5,10.36,Winter,67.0,59.2
EN000958,L0032,2026-02-01,7.6,48.2,10.39,Winter,41.5,68.7
EN000959,L0032,2026-02-02,6.9,50.4,10.42,Winter,75.0,59.4
EN000960,L0032,2026-02-03,8.3,54.2,10.44,Winter,50.5,57.2
EN000961,L0033,2026-01-05,11.7,34.5,11.16,Winter,94.1,67.3
EN000962,L0033,2026-01-06,14.4,21.0,11.17,Winter,88.7,71.7
EN000963,L0033,2026-01-07,15.7,30.1,11.17,Winter,98.3,54.3
EN000964,L0033,2026-01-08,11.7,32.9,11.18,Winter,91.3,48.6
EN000965,L0033,2026-01-09,12.0,35.1,11.18,Winter,84.3,60.0
EN000966,L0033,2026-01-10,11.9,39.3,11.19,Winter,73.4,66.2
EN000967,L0033,2026-01-11,11.0,28.4,11.19,Winter,95.8,66.3
EN000968,L0033,2026-01-12,14.6,38.4,11.2,Winter,90.2,52.9
EN000969,L0033,2026-01-13,13.1,27.7,11.2,Winter,72.1,60.0
EN000970,L0033,2026-01-14,12.0,36.9,11.21,Winter,71.8,59.5
EN000971,L0033,2026-01-15,13.1,43.4,11.22,Winter,94.5,64.2
EN000972,L0033,2026-01-16,12.6,35.3,11.22,Winter,76.3,55.9
EN000973,L0033,2026-01-17,13.5,30.6,11.23,Winter,73.0,50.9
EN000974,L0033,2026-01-18,9.8,28.7,11.24,Winter,98.8,50.0
EN000975,L0033,2026-01-19,11.5,45.7,11.25,Winter,81.1,59.6
EN000976,L0033,2026-01-20,15.2,39.0,11.26,Winter,68.7,56.8
EN000977,L0033,2026-01-21,11.1,49.7,11.26,Winter,67.7,52.8
EN000978,L0033,2026-01-22,12.2,26.0,11.27,Winter,108.9,70.1
EN000979,L0033,2026-01-23,13.2,27.1,11.28,Winter,58.7,56.8
EN000980,L0033,2026-01-24,13.5,31.1,11.29,Winter,93.1,60.0
EN000981,L0033,2026-01-25,14.7,33.1,11.3,Winter,74.6,61.3
EN000982,L0033,2026-01-26,14.1,40.3,11.31,Winter,101.1,50.9
EN000983,L0033,2026-01-27,11.6,30.5,11.32,Winter,75.2,61.8
EN000984,L0033,2026-01-28,14.8,41.6,11.33,Winter,95.6,59.0
EN000985,L0033,2026-01-29,16.4,37.8,11.34,Winter,91.0,65.4
EN000986,L0033,2026-01-30,14.4,33.2,11.35,Winter,78.3,61.5
EN000987,L0033,2026-01-31,16.5,34.7,11.36,Winter,108.3,48.1
EN000988,L0033,2026-02-01,14.2,34.8,11.37,Winter,79.8,69.9
EN000989,L0033,2026-02-02,14.2,32.6,11.38,Winter,90.4,48.0
EN000990,L0033,2026-02-03,13.0,40.9,11.39,Winter,81.2,53.9
EN000991,L0034,2026-01-05,27.4,83.0,11.98,Winter,92.2,55.7
EN000992,L0034,2026-01-06,24.6,70.2,11.98,Winter,71.1,52.8
EN000993,L0034,2026-01-07,23.9,68.8,11.98,Winter,63.1,59.1
EN000994,L0034,2026-01-08,25.4,85.2,11.98,Winter,75.6,59.5
EN000995,L0034,2026-01-09,25.6,73.5,11.98,Winter,95.4,61.9
EN000996,L0034,2026-01-10,25.6,73.5,11.98,Winter,80.0,51.2
EN000997,L0034,2026-01-11,23.6,71.3,11.98,Winter,69.3,60.2
EN000998,L0034,2026-01-12,27.2,69.6,11.98,Winter,89.0,52.8
EN000999,L0034,2026-01-13,24.5,70.9,11.98,Winter,93.4,54.6
EN001000,L0034,2026-01-14,26.8,73.5,11.98,Winter,75.9,51.7
EN001001,L0034,2026-01-15,25.5,80.4,11.98,Winter,88.8,69.2
EN001002,L0034,2026-01-16,27.6,73.2,11.98,Winter,80.5,60.3
EN001003,L0034,2026-01-17,23.5,82.0,11.98,Winter,90.1,59.3
EN001004,L0034,2026-01-18,26.2,85.3,11.98,Winter,87.4,57.4
EN001005,L0034,2026-01-19,27.7,80.8,11.98,Winter,80.5,58.0
EN001006,L0034,2026-01-20,25.4,77.2,11.98,Winter,66.0,50.3
EN001007,L0034,2026-01-21,23.4,69.2,11.98,Winter,76.0,61.2
EN001008,L0034,2026-01-22,24.7,76.2,11.98,Winter,67.9,55.7
EN001009,L0034,2026-01-23,26.1,78.6,11.98,Winter,74.9,58.8
EN001010,L0034,2026-01-24,29.0,74.9,11.98,Winter,75.3,57.1
EN001011,L0034,2026-01-25,25.2,74.1,11.98,Winter,84.6,50.8
EN001012,L0034,2026-01-26,23.3,74.1,11.98,Winter,82.7,55.2
EN001013,L0034,2026-01-27,24.7,75.4,11.98,Winter,97.5,57.5
EN001014,L0034,2026-01-28,25.8,71.8,11.98,Winter,93.0,59.9
EN001015,L0034,2026-01-29,26.6,79.3,11.98,Winter,93.2,57.5
EN001016,L0034,2026-01-30,25.5,81.4,11.98,Winter,75.9,54.9
EN001017,L0034,2026-01-31,25.4,77.5,11.99,Winter,73.5,57.6
EN001018,L0034,2026-02-01,24.9,61.7,11.99,Winter,81.9,57.2
EN001019,L0034,2026-02-02,24.8,83.5,11.99,Winter,68.0,53.9
EN001020,L0034,2026-02-03,20.4,72.1,11.99,Winter,79.5,55.5
EN001021,L0035,2026-01-05,8.7,60.2,9.58,Winter,56.1,56.1
EN001022,L0035,2026-01-06,8.5,54.9,9.59,Winter,43.5,49.4
EN001023,L0035,2026-01-07,5.8,59.5,9.6,Winter,86.9,58.3
EN001024,L0035,2026-01-08,5.2,47.9,9.62,Winter,62.7,49.2
EN001025,L0035,2026-01-09,7.6,59.9,9.63,Winter,61.1,56.9
EN001026,L0035,2026-01-10,7.6,56.0,9.65,Winter,44.1,67.3
EN001027,L0035,2026-01-11,5.9,59.7,9.67,Winter,21.1,64.4
EN001028,L0035,2026-01-12,9.2,55.2,9.69,Winter,62.8,60.8
EN001029,L0035,2026-01-13,5.3,58.3,9.7,Winter,43.7,55.0
EN001030,L0035,2026-01-14,8.5,60.8,9.72,Winter,45.1,54.3
EN001031,L0035,2026-01-15,5.3,59.4,9.74,Winter,41.0,59.8
EN001032,L0035,2026-01-16,7.8,54.5,9.76,Winter,69.1,56.5
EN001033,L0035,2026-01-17,6.1,49.1,9.79,Winter,69.2,54.2
EN001034,L0035,2026-01-18,7.1,54.6,9.81,Winter,40.3,55.0
EN001035,L0035,2026-01-19,9.0,56.2,9.83,Winter,40.9,59.5
EN001036,L0035,2026-01-20,6.2,75.7,9.85,Winter,59.0,56.1
